,Наименование ДП,Нематериальные активы,Основные средства,Внеоборотные активы,Дебиторская задолженность,Оборотные активы,Уставный капитал,Капитал и резервы,Заёмные средства (долгосрочные),Долгосрочные обязательства,Заёмные средства (краткосрочные),Кредиторская задолженность,Краткосрочные обязательства,Выручка,Себестоимость продаж,Прибыль (убыток) до налогообложения,Прибыль (убыток) от продажи,"Макс. ПДЗ за 2019 год, дней"
215,215,0.0,45566878.98089172,45566878.98089172,7388535.031847133,45220382.16560509,12738.85350318471,25264331.21019108,22378980.89171974,22378980.89171974,29299363.05732484,13844585.98726115,43143949.04458599,183416560.5095541,164061783.4394904,2609554.140127388,8505732.484076433,0
216,216,0.0,51592.35668789809,51592.35668789809,31591082.80254777,45761146.49681529,0.0,2044585.987261146,5602547.770700636,5602547.770700636,0.0,38165605.0955414,38165605.0955414,100071337.5796178,99249681.5286624,789808.9171974522,821656.050955414,2
217,217,0.0,21426751.59235669,21633121.01910828,70957324.84076433,104014649.6815287,6369.426751592357,42538216.56050956,0.0,1170063.694267516,0.0,81939490.44585986,81939490.44585986,374749681.5286624,319617834.3949044,32431210.1910828,42061783.43949044,0
218,218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
219,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
220,220,0.0,12628025.47770701,12628025.47770701,4680891.719745223,21632484.07643312,0.0,8850318.47133758,1447770.700636943,1776433.121019108,13519108.28025478,10114649.68152866,23633757.96178344,112771337.5796178,111157324.8407643,1629299.363057325,1614012.738853503,3
221,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
222,222,0.0,258105095.5414013,258766242.0382166,89316560.50955413,479025477.7070064,6369.426751592357,367701273.8853503,0.0,1081528.662420382,53733757.96178344,314905095.5414013,369008917.1974522,694490445.8598726,515637579.6178344,30943312.10191083,35216560.50955414,3
223,223,0.0,2373248.407643312,2373248.407643312,355019745.2229299,561495541.4012738,636942.6751592356,51007643.31210191,0.0,7643.312101910828,0.0,509150318.4713376,512853503.1847134,3205704458.598726,3049176433.121019,33828662.42038216,58722929.93630573,49
224,224,0.0,417512738.8535032,421312738.8535032,120167515.9235669,424113375.7961784,6369.426751592357,-91557961.78343949,0.0,4121019.108280255,353855414.0127388,572451592.3566879,932863057.3248408,1367745859.872612,976268152.866242,-22570700.63694268,3063057.324840764,26
225,225,0.0,45780891.71974522,45780891.71974522,16150955.41401274,42249044.58598726,6369.426751592357,8947133.757961784,5820382.165605095,5820382.165605095,696815.2866242038,71960509.55414012,73263057.32484075,248397452.2292994,243601910.8280254,3044585.987261146,4795541.401273885,0
226,226,0.0,16006369.42675159,16006369.42675159,22098726.11464968,38764331.21019108,7006.369426751592,7727388.535031847,0.0,10157961.78343949,1177707.006369427,35707006.36942675,36884713.37579618,38026751.59235669,27842038.21656051,576433.1210191082,785987.2611464967,0
227,227,0.0,17878980.89171974,21273248.40764331,116033757.9617834,137989171.9745223,12738.85350318471,28473248.40764331,0.0,2470063.694267516,0.0,128318471.3375796,128318471.3375796,516128662.4203821,325603821.6560509,27137579.6178344,31645859.87261146,11
228,228,0.0,93630.57324840764,93630.57324840764,35949681.52866242,93166878.98089172,0.0,4394267.515923567,0.0,0.0,0.0,88866242.03821656,88866242.03821656,88154140.12738854,85019745.22292994,2742675.159235669,3134394.904458599,0
229,229,0.0,16829299.36305732,16829299.36305732,12705095.54140127,34993630.57324841,0.0,9456687.898089172,12539490.44585987,12539490.44585987,3078343.949044586,26748407.6433121,29826751.59235669,133805095.5414013,126205095.5414013,9149681.52866242,7600000.0,0
230,230,0.0,30589808.91719745,30589808.91719745,63231210.1910828,263946496.8152866,19108.28025477707,96353503.18471338,45306369.42675159,45306369.42675159,9694904.458598724,143182802.5477707,152877707.0063694,581257324.8407643,400736942.6751592,72172611.46496814,74798726.11464968,0
231,231,0.0,18520382.16560509,18520382.16560509,67228025.477707,193436305.7324841,6369.426751592357,7341401.27388535,2547770.700636942,2547770.700636942,16621019.10828026,185445859.8726114,202066878.9808917,1101824203.821656,992580891.7197452,6313375.796178344,8178343.949044585,15
232,232,0.0,4028662.420382165,4028662.420382165,174441401.2738853,352505732.4840764,2136305.732484076,22826751.59235669,70161146.49681528,70161146.49681528,0.0,263546496.8152866,263546496.8152866,976104458.598726,919473248.4076432,9768152.866242038,15465605.0955414,0
233,233,3160509.554140128,6966465605.095541,9269875159.235668,16355375159.23567,21042298089.17197,757433121.0191083,5350264968.152866,281337579.6178344,609303821.6560509,98097452.22929937,23904864968.15286,24352604458.59872,10540782802.54777,9235958598.726114,360982165.6050955,789077707.0063694,0
234,234,0.0,225309554.1401274,225309554.1401274,641350955.4140127,1296859872.611465,365788535.0318471,504573248.4076433,0.0,1872611.464968153,0.0,935862420.3821656,1015723566.878981,2836096815.286624,2655479617.834395,102850955.4140127,105027388.5350318,19
235,235,177707.0063694267,479896178.343949,481838853.5031847,281275159.2356688,988552866.242038,6369.426751592357,465411464.9681528,318369426.7515923,319059872.611465,363162420.3821656,322333757.9617834,685919745.22293,1391207006.369427,1030010191.082802,3866878.98089172,120283439.4904458,0
236,236,1292405095.541401,47239631847.13376,50264879617.8344,1748812101.910828,8349333757.961783,18595272611.46497,18303905732.48408,34909090445.85987,34940429936.30573,1536715286.624204,3647457324.840764,5369877707.00637,8367268789.808917,2557154777.070064,-2830571974.522293,4297432484.076433,0
237,237,0.0,7233121.01910828,7233121.01910828,27408280.25477707,28236942.67515923,12738.85350318471,7123566.878980892,2698089.171974522,2698089.171974522,858598.7261146497,24789808.91719745,25648407.6433121,75165605.0955414,67351592.35668789,89171.97452229299,2781528.662420382,0
238,238,0.0,68789.80891719744,68789.80891719744,163105095.5414013,180171974.522293,127388.5350318471,53070700.63694267,37356687.89808917,37356687.89808917,0.0,89812738.85350318,89812738.85350318,1265424203.821656,1258315923.566879,1694904.458598726,1985987.261146497,17
239,239,0.0,0.0,0.0,17073248.40764331,37581528.66242038,0.0,4325477.70700637,0.0,0.0,5935668.789808917,27320382.16560509,33256050.95541401,92514012.7388535,90385987.26114649,2090445.859872612,2128025.477707007,10
240,240,0.0,197452.229299363,197452.229299363,1312101.910828025,3677070.063694268,0.0,1533121.01910828,159235.6687898089,159235.6687898089,107643.3121019108,2074522.292993631,2182165.605095541,42142038.21656051,41928662.42038216,173248.4076433121,213375.796178344,54
241,241,20382.16560509554,385771337.5796178,386076433.1210191,21535668.78980892,168397452.2292994,245859872.6114649,363914012.7388535,129116560.5095541,130302547.7707006,0.0,47912738.85350318,60257324.84076433,305754140.1273885,294430573.2484076,-13546496.81528662,-57324.84076433121,0
242,242,163057.3248407643,311065605.0955414,446057961.7834395,179747770.7006369,551467515.9235668,647133757.9617834,116100000.0,260567515.9235669,261468152.866242,160891082.8025478,447063057.3248407,619957324.8407643,833514012.7388535,933356687.8980892,-285124840.7643312,-209904458.5987261,5
243,243,0.0,1142164968.152866,1147908917.197452,130175159.2356688,558496815.2866242,6369.426751592357,10438216.56050955,984105732.4840764,984338216.5605096,0.0,711629299.3630573,711629299.3630573,942219745.22293,849750318.4713376,8183439.49044586,47417197.4522293,16
244,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
245,245,0.0,1447133.757961783,1447133.757961783,6215923.566878981,26400636.94267516,0.0,11871337.57961783,0.0,335031.847133758,12917197.4522293,2724203.821656051,15641401.27388535,53672611.46496815,52822929.93630573,486624.203821656,849681.5286624203,7
246,246,0.0,3611464.968152866,3611464.968152866,16031210.1910828,22887898.08917197,15923.56687898089,22248407.6433121,0.0,0.0,0.0,4250955.414012739,4250955.414012739,327739490.4458598,239480891.7197452,14011464.96815287,14147770.70063694,0
247,247,2199363.057324841,38534748407.64331,46744275159.23566,3978201273.88535,4326141401.273885,295652866.2420382,2939996178.343949,37961366878.98089,42347935668.78981,0.0,5372219745.22293,5782484713.375796,22156631210.19108,11339938853.50318,7311398726.11465,10426617197.45223,116
248,248,0.0,143949.0445859873,143949.0445859873,39298726.11464968,45715923.56687898,6369.426751592357,14382165.60509554,14917197.4522293,14917197.4522293,2038216.560509554,13897452.22929936,16560509.55414013,381891082.8025478,351617197.4522293,5281528.662420382,7984713.375796178,15
249,249,0.0,17685987.2611465,17685987.2611465,119645859.8726115,318172611.4649681,6369.426751592357,205631210.1910828,0.0,0.0,0.0,130227388.5350318,130227388.5350318,678178980.8917197,528798089.1719745,90778343.9490446,2321019.108280255,3
250,250,0.0,7364331.210191082,7364331.210191082,49052866.24203821,86236305.73248407,21019.10828025477,3668152.866242038,0.0,59235.66878980892,0.0,89873248.4076433,89873248.4076433,120922292.9936306,110799363.0573248,1347133.757961783,1485987.261146497,13
251,251,0.0,59769426.75159235,59769426.75159235,43926751.59235669,49719745.22292993,0.0,50968789.8089172,7961783.439490446,18961146.49681529,0.0,39090445.85987261,39558598.72611465,308427388.5350319,293720382.1656051,14724840.76433121,14707006.36942675,0
252,252,0.0,2006369.426751592,2006369.426751592,53980254.77707006,81643949.04458599,318471.3375796178,27309554.14012739,0.0,0.0,0.0,56340764.33121019,56340764.33121019,486333121.0191082,415894904.4585987,33738853.50318471,32616560.50955414,0
253,253,0.0,6317197.452229299,6317197.452229299,18305732.48407644,26557961.78343949,6369.426751592357,1128662.420382166,0.0,0.0,6346496.815286624,25400000.0,31746496.81528662,211036942.6751592,190340764.3312102,1402547.770700637,3250318.47133758,114
254,254,0.0,9489171.974522293,9489171.974522293,16995541.40127388,32098089.17197452,6369.426751592357,19189171.97452229,0.0,3899363.057324841,6137579.617834395,11347133.75796178,18498726.11464968,355222929.9363057,331949681.5286624,14212738.85350318,13906369.42675159,1
255,255,0.0,9433757.96178344,9433757.96178344,35052229.29936305,44973248.40764331,7006.369426751592,2492993.630573248,29474522.29299363,29474522.29299363,12772611.46496815,9666878.98089172,22439490.44585987,252554140.1273885,238068789.8089172,847133.7579617834,3672611.464968153,13
256,256,0.0,39028025.47770701,39028025.47770701,82235668.78980891,180784076.433121,30952866.24203822,38688535.03184713,0.0,0.0,25105732.48407644,156017834.3949045,181123566.8789809,762477707.0063694,723028662.4203821,5608280.25477707,32633757.96178344,0
257,257,0.0,5873885.350318471,5873885.350318471,2349681.52866242,3235668.789808917,0.0,2785987.261146497,0.0,0.0,1079617.834394904,5243949.044585987,6323566.878980892,59721019.10828025,57870063.69426751,3077070.063694268,1850955.414012739,12
258,258,0.0,2574522.29299363,2574522.29299363,39068789.8089172,95772611.46496814,6369.426751592357,1649681.52866242,614012.7388535031,1017197.452229299,9304458.598726114,86375796.17834395,95680254.77707006,280780254.77707,253812738.8535032,1309554.140127388,2428025.477707007,0
259,259,1910.828025477707,19562420.3821656,19565605.0955414,8180891.719745222,27264331.21019108,7643.312101910828,25811464.96815287,10445859.87261146,12162420.3821656,471337.5796178344,8384713.375796178,8856050.955414012,228464331.2101911,165762420.3821656,24237579.6178344,28412738.85350318,31
260,260,65610828.02547771,267031210.1910828,379524203.8216561,1133114649.681529,2671040127.388535,6369.426751592357,508552866.2420382,0.0,60803184.71337579,0.0,2176162420.382165,2481208280.254777,4252852229.299362,3657147133.757962,213113375.7961784,184231210.1910828,835
261,261,0.0,166242.0382165605,166242.0382165605,7316560.50955414,12219745.22292994,6369.426751592357,531210.1910828025,4740764.33121019,4740764.33121019,0.0,7114012.738853503,7114012.738853503,64119108.28025477,59791082.80254777,343949.0445859872,845859.8726114649,4
262,262,0.0,26985350.31847133,26985350.31847133,138180891.7197452,252677070.0636943,12738.85350318471,23371974.522293,127887261.1464968,127887261.1464968,61288535.03184713,67114649.68152866,128403184.7133758,608624203.821656,561549044.5859872,18092356.68789809,41239490.44585987,124
263,263,26114.64968152866,232484.0764331211,291082.8025477707,128654777.0700637,172639490.4458599,63694.26751592357,119610191.0828026,0.0,0.0,0.0,51721656.05095541,53320382.16560509,651316560.5095541,521728662.4203821,111095541.4012739,110641401.2738853,7
264,264,0.0,1467515.923566879,1531210.191082803,5831210.191082803,23012101.91082802,0.0,4789808.917197452,0.0,105095.5414012739,4731210.191082803,14917834.39490446,19649044.58598726,84647133.75796178,82354777.0700637,1953503.184713376,2292356.687898089,5
265,265,0.0,7724840.764331209,7724840.764331209,23875159.23566879,56281528.66242038,12738.85350318471,14273248.40764331,0.0,0.0,4714649.681528662,45018471.33757962,49733121.01910828,209549044.5859872,193597452.2292994,2222929.936305732,2880254.777070064,18
266,266,29140764.33121019,92810828.0254777,127266878.9808917,87485350.31847133,198359235.6687898,6369.426751592357,860509.5541401274,112572611.4649681,115214649.6815287,135152866.2420382,71837579.61783439,209550955.4140128,291450318.4713376,167736305.7324841,11900000.0,40706369.42675159,0
267,267,0.0,11774522.29299363,12329299.36305732,16229299.36305732,34717834.39490446,6369.426751592357,25599363.05732484,5965605.095541401,6266878.980891719,391719.7452229299,12430573.24840764,15180891.71974522,160261783.4394904,145022292.9936306,7264331.210191082,1881528.662420382,0
268,268,0.0,0.0,0.0,65987898.08917197,77385987.2611465,6369.426751592357,9902547.770700635,0.0,0.0,0.0,67483439.49044585,67483439.49044585,490577707.0063694,477657961.7834395,1557961.78343949,1642038.21656051,0
269,269,19108.28025477707,591433757.9617834,602878343.9490446,131800000.0,780749044.5859872,63694.26751592357,1109170063.694268,0.0,15301910.82802548,0.0,238459235.6687898,259155414.0127389,2554920382.165605,2324527388.535032,178631847.1337579,136321019.1082802,0
270,270,31847.13375796178,40026751.59235669,41061783.43949044,37079617.8343949,100673248.4076433,7643.312101910828,5114649.681528662,19107643.31210191,20247133.75796178,0.0,115078343.9490446,116373885.3503185,423678980.8917197,388537579.6178344,3779617.834394904,1326114.649681529,55
271,271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
272,272,0.0,746138216.5605096,767643949.044586,27233121.01910828,145326751.5923567,636942675.1592356,884078980.8917197,0.0,4458.598726114649,0.0,23952866.24203822,28887261.14649681,135488535.0318471,203372611.4649681,-133119108.2802548,-124485350.3184713,9
273,273,0.0,1593630.573248408,1607643.312101911,6339490.445859873,65268789.8089172,0.0,54547133.75796178,0.0,0.0,0.0,12329299.36305732,12329299.36305732,275200636.9426752,248794267.5159236,23960509.55414013,26406369.42675159,0
274,274,0.0,25259872.61146497,25259872.61146497,72901910.82802548,172810828.0254777,63694.26751592357,52700636.94267516,0.0,0.0,0.0,145370063.6942675,145370063.6942675,605309554.1401274,475577707.0063694,56430573.24840764,51050955.41401274,7
275,275,0.0,0.0,0.0,9535031.847133758,18737579.6178344,0.0,7375796.178343949,0.0,0.0,1575159.23566879,9786624.203821655,11361783.43949044,259157961.7834395,253051592.3566879,5493630.573248408,6106369.426751592,0
276,276,0.0,2233121.01910828,3467515.923566879,7513375.796178344,41579617.8343949,63694.26751592357,6264968.152866242,1452866.242038216,2640764.331210191,4768789.808917197,31351592.3566879,36141401.27388535,77178343.94904459,69747770.70063694,-131847.1337579618,1004458.598726115,0
277,277,0.0,152808917.1974522,154346496.8152866,39926751.59235669,209961783.4394904,32077070.06369426,48991082.80254777,173915286.6242038,173915286.6242038,19778343.94904459,121099363.0573248,141401910.8280255,611407643.3121018,573349044.5859872,9035668.789808916,32429936.30573248,0
278,278,0.0,4720382.165605095,15892356.68789809,44947133.75796178,88521019.10828026,9554.140127388537,22987898.08917197,31847133.75796178,31847133.75796178,0.0,47191082.80254777,49578343.94904459,245666242.0382166,204679617.8343949,17120382.16560509,17556050.95541401,3
279,279,0.0,14154140.12738854,14154140.12738854,15285987.2611465,38427388.53503185,6369.426751592357,11559872.61146497,4239490.445859873,4239490.445859873,1920382.165605096,34861783.43949044,36782165.60509554,263960509.5541401,221590445.8598726,16271974.52229299,17115923.56687898,6
280,280,0.0,40127.38853503185,185987.2611464968,114603184.7133758,119028025.477707,133757.9617834395,12394904.45859872,0.0,8280.254777070064,20789808.91719745,85828025.477707,106810828.0254777,938545222.9299364,918708280.2547772,5031210.191082803,8022929.936305732,0
281,281,0.0,285987.2611464968,292356.6878980892,3452866.242038216,79405732.48407643,636942.6751592356,46914012.7388535,0.0,0.0,7643312.101910828,25140764.33121019,32784076.43312101,265712101.910828,245561783.4394904,4996178.343949044,6408280.25477707,1
282,282,0.0,0.0,0.0,1239490.445859873,1695541.401273885,0.0,508280.25477707,0.0,0.0,78343.94904458598,1108917.197452229,1187261.146496815,84452229.29936305,84208280.25477707,224840.7643312102,243949.0445859873,1
283,283,0.0,0.0,68152.86624203822,3928662.420382165,19310828.02547771,0.0,1986624.203821656,0.0,0.0,7479617.834394904,9913375.796178345,17392993.63057325,269521656.0509554,267068789.8089172,2111464.968152866,2452866.242038216,14
284,284,868067515.9235668,109702410191.0828,114769276433.121,14775882802.54777,15698559872.61146,73003184.71337579,48885052866.24204,63057324840.76433,69680356050.95541,671843949.044586,10806401273.88535,11902427388.53503,79949955414.01274,26009707006.36943,48217526114.64968,52764721656.05096,854
285,285,0.0,36768152.86624204,36989808.91719745,15514649.68152866,202038216.5605096,382165.6050955414,17182165.60509554,22356687.89808917,22356687.89808917,0.0,199489171.9745223,199489171.9745223,732302547.7707006,717498726.1146497,8819745.222929936,14803821.65605095,42
286,286,0.0,1928025.477707007,19625477.70700637,3843949.044585987,20781528.66242038,636942.6751592356,4589171.974522293,0.0,0.0,0.0,35817834.39490446,35817834.39490446,67688535.03184713,53018471.33757962,3609554.140127388,7505732.484076433,0
287,287,16831847.13375796,177326426114.6497,178118915923.5669,51956484076.43312,54835294267.51592,72961783.43949044,115839380891.7197,50606687898.08917,57836163057.32484,42820587898.08917,15928904458.59873,59278666242.03822,150323788535.0318,46642010191.0828,92876392993.63055,96297435668.7898,0
288,288,0.0,964968.152866242,964968.152866242,4112101.910828026,6185987.261146497,0.0,1330573.248407643,0.0,0.0,0.0,5820382.165605095,5820382.165605095,97189171.9745223,96168789.8089172,934394.9044585988,1020382.165605095,0
289,289,0.0,17636305.73248408,18040764.33121019,175652229.299363,653486624.2038217,6369.426751592357,68826751.59235668,229299363.0573248,229299363.0573248,23109554.14012739,345438216.5605096,373401273.8853503,1499284713.375796,1360544585.987261,19054140.12738853,61645222.92993631,1
290,290,0.0,0.0,0.0,17664968.15286624,54919108.28025477,12738.85350318471,26028025.47770701,0.0,0.0,3184.713375796178,28742038.21656051,28891082.80254777,592261783.4394904,539908280.2547771,22221656.05095541,22378343.94904459,0
291,291,0.0,7228025.477707006,7228025.477707006,17942038.21656051,70675159.2356688,6369.426751592357,6944585.987261146,11563694.26751592,11563694.26751592,17307643.31210191,42087261.14649681,59394904.45859873,501656687.8980892,484531847.133758,2691719.74522293,6015923.566878981,0
292,292,0.0,2558598.72611465,2596178.343949045,3204458.598726115,7038216.560509554,63694.26751592357,1932484.076433121,0.0,0.0,1266878.98089172,6435031.847133758,7701910.828025477,110412101.910828,77841401.27388535,3162420.382165605,4569426.751592357,6
293,293,0.0,5915923.566878981,5915923.566878981,10473248.40764331,32796815.2866242,6369.426751592357,3510828.025477707,0.0,0.0,9917197.4522293,25284713.37579618,35201910.82802548,219490445.8598726,206000000.0,907643.3121019108,1728025.477707007,0
294,294,0.0,192993.6305732484,192993.6305732484,13957961.78343949,36831847.13375797,0.0,1529299.363057325,8026114.649681528,8026114.649681528,0.0,27469426.75159236,27469426.75159236,226969426.7515924,227732484.0764331,748407.6433121018,-763057.3248407643,4
295,295,0.0,4426751.592356687,4426751.592356687,156687.898089172,2561146.496815287,63694.26751592357,315286.6242038216,0.0,0.0,428025.4777070063,6244585.987261146,6672611.464968152,14619745.22292994,14375796.17834395,168789.8089171975,243949.0445859873,0
296,296,0.0,9187898.089171974,9512101.910828026,91827388.53503184,350673248.4076433,6369.426751592357,54640127.38853503,15905095.54140127,15905095.54140127,58082802.5477707,231556687.8980892,289640127.388535,444426751.5923567,304207006.3694267,30161146.49681529,59928025.47770701,0
297,297,0.0,1715923.566878981,1715923.566878981,10670700.63694268,18484076.43312101,6369.426751592357,3021656.050955414,0.0,0.0,82802.54777070064,16992356.68789809,17178343.94904459,83294904.45859872,76803821.65605095,2862420.382165605,3899363.057324841,12
298,298,0.0,5195541.401273885,5195541.401273885,3688535.031847134,5940127.388535032,0.0,1349681.52866242,253503.1847133758,2610828.025477707,636.9426751592356,7173885.350318471,7174522.29299363,235849681.5286624,234639490.4458598,1331847.133757962,1210191.082802548,5
299,299,0.0,917197.4522292992,917197.4522292992,7160509.554140127,19239490.44585987,0.0,3097452.229299363,0.0,0.0,21019.10828025477,17038216.56050956,17059235.66878981,44130573.24840764,43361783.43949044,582802.5477707007,768789.8089171974,0
300,300,0.0,4323566.878980892,4323566.878980892,4633757.961783439,12653503.18471338,70063.69426751592,892993.6305732484,0.0,0.0,10898089.17197452,5185987.261146497,16084076.43312102,40815286.62420382,38780891.71974522,584076.433121019,758598.7261146497,1
301,301,571356050.9554139,10584057961.78344,16129379617.83439,657973885.3503184,8335702547.7707,398089.1719745223,-10479283439.49045,30248859235.66879,30767700000.0,2509757961.783439,1077945859.872612,4176665605.095541,11011880254.77707,6493701910.828025,-3868376433.121019,3760543949.044586,15
302,302,0.0,0.0,0.0,73987261.14649682,108081528.6624204,6369.426751592357,15145222.9299363,0.0,0.0,16156050.95541401,76780254.77707006,92936305.73248409,646705732.4840764,598515923.5668789,10386624.20382166,16978980.89171974,8
303,303,0.0,18215286.62420382,18215286.62420382,360849681.5286624,415143949.0445859,6369.426751592357,22395541.40127388,0.0,0.0,1178343.949044586,407359872.611465,410963694.2675159,680248407.6433121,650089171.9745222,10650318.47133758,10793630.57324841,10
304,304,0.0,24505095.54140127,101025477.7070064,213801273.8853503,420475159.2356688,70063.69426751592,-424304458.5987261,0.0,2467515.923566879,191422292.9936306,751861783.4394904,943338216.5605096,17382802.5477707,16501273.88535032,-40571337.57961784,-79657324.84076433,0
305,305,883439.4904458598,74759872.61146496,75644585.98726115,24914649.68152866,476213375.7961784,6369.426751592357,23100636.94267516,137994267.5159236,140759872.611465,1287898.089171974,385767515.9235669,387997452.2292994,2210384076.433121,2076628662.420382,27509554.14012739,96989171.9745223,6
306,306,0.0,8489808.917197451,42874522.29299363,129485987.2611465,331710191.0828025,7509554.140127388,135847133.7579618,0.0,228025.4777070064,41011464.96815287,191642675.1592357,238509554.1401274,727917834.3949044,603600636.9426751,-69603821.65605095,-39198726.11464968,0
307,307,0.0,0.0,0.0,352866.2420382166,13291082.80254777,6369.426751592357,4502547.770700636,0.0,0.0,0.0,8788535.031847134,8788535.031847134,50568789.8089172,43236305.73248407,1705095.541401274,1746496.815286624,22
308,308,0.0,440127.3885350318,440127.3885350318,26654140.12738853,41591719.74522293,191082.8025477707,243312.101910828,0.0,0.0,0.0,41788535.03184713,41788535.03184713,132738853.5031847,117012101.910828,171974.5222929936,227388.5350318472,0
309,309,0.0,0.0,0.0,7687261.146496815,38557324.84076433,6369.426751592357,6496178.343949044,0.0,0.0,10520382.16560509,21541401.27388535,32061783.43949044,291948407.6433121,277060509.5541401,4593630.573248408,7761146.496815287,7
310,310,0.0,9476433.121019108,120661783.4394904,5857342675.159235,12744559235.66879,6369426.751592357,471350318.4713376,0.0,127955414.0127388,0.0,12256277070.06369,12265915286.6242,1046092993.630573,892180254.77707,367966878.9808917,88267515.92356688,884
311,311,29299.36305732484,62810828.02547771,62840764.33121019,90538216.56050956,168940127.388535,6369.426751592357,21362420.3821656,118727388.5350318,118778343.9490446,21479617.83439491,70160509.55414012,91640127.38853502,567373248.4076433,509113375.7961784,16144585.98726115,25651592.3566879,34
312,312,0.0,207006.3694267516,207006.3694267516,956050.9554140128,7835031.847133758,0.0,814012.7388535031,2384713.375796178,2384713.375796178,0.0,4843312.101910828,4843312.101910828,71224840.7643312,70548407.6433121,633757.9617834395,676433.1210191082,7
313,313,0.0,218471.3375796178,218471.3375796178,217752866.2420382,251834394.9044586,328662.4203821656,18425477.70700637,0.0,22929.93630573248,44780254.77707006,188125477.7070064,233604458.5987261,1557714012.738854,1482550955.414013,15388535.03184713,29478343.94904459,0
314,314,0.0,1071974.522292993,1071974.522292993,25484713.37579618,40731210.1910828,0.0,24596178.34394904,1910828.025477707,1910828.025477707,0.0,15296178.34394904,15296178.34394904,201792993.6305732,173425477.7070064,29892356.68789809,28367515.92356688,0
315,315,0.0,2840764.331210191,2843949.044585987,47994267.51592357,54503184.71337579,0.0,16900000.0,0.0,0.0,0.0,40446496.81528662,40446496.81528662,288558598.7261146,278009554.1401274,10208280.25477707,10549044.58598726,1
316,316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
317,317,57324.84076433121,20092752866.24204,20377625477.707,11923193630.57325,29030227388.53503,16624840764.33121,14798064331.21019,15985826751.59236,15986010191.0828,603770063.6942675,17666129299.36306,18623778980.89172,1292927388.535032,2148598726.11465,-1284238216.560509,-855671337.5796179,0
318,318,2957961.78343949,1694824840.764331,1936965605.095541,168478980.8917197,257093630.5732484,2002030573.248408,2046937579.617834,0.0,4472611.464968152,0.0,129752866.2420382,142649044.5859873,501803821.6560509,640667515.9235668,-294793630.5732484,-254168789.8089172,0
319,319,0.0,12274560509.55414,12305041401.27389,1032675796.178344,1047935668.789809,765624203.821656,6915783439.490445,5285319745.22293,5289191719.745223,0.0,1127379617.834395,1148001910.828025,100356687.8980892,92529936.30573247,-62040764.33121019,6777707.006369427,17
320,320,794572611.4649681,1296410828.025478,2153215286.624204,629147133.7579618,5064171974.522293,3391496815.286624,3978782165.605096,0.0,561663057.3248408,1122956050.955414,1516114649.681529,2676942038.21656,2064295541.401273,942841401.2738854,1122214012.738854,1076484076.433121,23
321,321,12101.91082802548,10128662.42038216,13066878.98089172,78878343.94904459,167408917.1974522,1273885.350318471,45670063.69426751,0.0,0.0,33326751.59235669,101478980.8917197,134805732.4840764,751384076.433121,693797452.2292993,14308917.19745223,15977070.06369427,30
322,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
323,323,0.0,2788535.031847134,2788535.031847134,2680891.719745223,11745222.9299363,6369.426751592357,2098726.114649681,0.0,0.0,0.0,12435031.84713376,12435031.84713376,94052229.29936305,85759235.6687898,1568152.866242038,1242675.159235669,6
324,324,0.0,4591082.802547771,4591082.802547771,81438853.5031847,198171337.5796178,0.0,1429299.363057325,26125477.70700637,26125477.70700637,0.0,175206369.4267516,175206369.4267516,327682165.6050955,323366242.0382165,344585.9872611465,4315923.566878981,0
325,325,0.0,168857961.7834395,168857961.7834395,104149681.5286624,105231210.1910828,0.0,3687261.146496815,0.0,0.0,18440764.33121019,251961146.4968153,270401910.8280255,585314012.7388535,583556050.9554139,1557324.840764331,1757961.78343949,0
326,326,11464.96815286624,52317197.4522293,52838216.56050956,20473885.35031847,44278980.89171974,25477.70700636942,12480254.77707006,8436305.732484076,9601273.88535032,0.0,75035668.78980891,75035668.78980891,151263694.2675159,143124203.821656,8101273.885350318,8139490.445859873,0
327,327,0.0,4136942.675159236,4136942.675159236,14366242.03821656,33309554.14012739,6369.426751592357,7071974.522292993,0.0,1307006.369426752,0.0,29066878.98089172,29066878.98089172,239546496.8152866,223884076.433121,2460509.554140128,2582165.605095541,0
328,328,0.0,78133757.96178344,78135031.84713376,126362420.3821656,350393630.5732484,636942.6751592356,45103821.65605095,0.0,1238216.560509554,0.0,382186624.2038217,382186624.2038217,707944585.9872612,414916560.5095541,197464331.2101911,196703821.6560509,15
