,Наименование ДП,Нематериальные активы,Основные средства,Внеоборотные активы,Дебиторская задолженность,Оборотные активы,Уставный капитал,Капитал и резервы,Заёмные средства (долгосрочные),Долгосрочные обязательства,Заёмные средства (краткосрочные),Кредиторская задолженность,Краткосрочные обязательства,Выручка,Себестоимость продаж,Прибыль (убыток) до налогообложения,Прибыль (убыток) от продажи,"Макс. ПДЗ за 2020 год, дней"
216,216,0.0,43949.04458598726,43949.04458598726,37614649.68152866,59354140.12738853,0.0,2744585.987261146,5031847.133757962,5031847.133757962,222929.9363057325,51398726.11464968,51621656.05095541,106411464.9681529,105894904.4585987,875159.2356687898,516560.5095541401,0
217,217,0.0,22091082.80254777,22379617.83439491,173759872.6114649,309568789.8089172,6369.426751592357,55527388.53503185,17006369.42675159,22882165.60509554,0.0,253538853.5031847,253538853.5031847,591463057.3248408,548750318.4713376,20658598.72611465,3551592.356687898,0
218,218,0.0,23909554.14012739,23909554.14012739,9719108.280254778,92827388.53503184,0.0,959235.6687898088,47852866.24203821,52874522.29299363,22929.93630573248,62880891.71974522,62903821.65605095,198516560.5095541,194173248.4076433,1101273.885350318,4343312.101910828,13
219,219,0.0,2275159.23566879,2275159.23566879,13895541.40127388,16601910.82802548,0.0,15961783.43949044,0.0,0.0,0.0,2915286.624203822,2915286.624203822,56233121.01910828,56245222.92993631,935031.847133758,-12101.91082802548,6
220,220,0.0,18093630.57324841,18093630.57324841,15352229.29936306,19173885.35031847,0.0,10797452.22929936,4076433.121019108,4094267.515923567,14784076.43312102,7591719.74522293,22375796.17834395,181026751.5923567,180814649.6815286,1947770.700636942,212101.9108280254,0
221,221,0.0,2178343.949044586,2178343.949044586,5524840.76433121,12757961.78343949,0.0,7995541.401273885,0.0,0.0,242038.2165605096,6698726.114649681,6940764.33121019,61561146.49681529,62354777.0700637,1046496.815286624,-793630.5732484076,5
222,222,0.0,462445222.9299363,464255414.0127388,49143312.10191083,373464331.2101911,6369.426751592357,400177070.0636942,134593630.5732484,138806369.4267516,24604458.59872611,269515286.6242038,298736305.732484,841294267.5159235,726750318.4713376,34341401.27388535,40598726.11464968,7
223,223,0.0,1028662.420382166,1028662.420382166,565335668.7898089,690622292.9936305,636942.6751592356,15824840.76433121,271224203.821656,271239490.4458598,0.0,400444585.9872611,404586624.2038217,2533917834.394904,2411076433.121019,5956050.955414012,31329299.36305732,39
224,224,12085987.2611465,444229936.3057325,472824203.8216561,103456050.955414,557872611.4649681,6369.426751592357,-146647770.7006369,0.0,419108.2802547771,571142038.2165605,594757324.8407643,1176925477.707006,1876146496.815286,1341455414.012739,-25773885.35031847,-4994904.458598725,7
225,225,0.0,47798726.11464968,47798726.11464968,20290445.85987261,55236942.67515923,6369.426751592357,12903184.7133758,14275159.23566879,14275159.23566879,1887898.089171974,73363694.26751593,75856687.89808917,282402547.7707006,284204458.5987261,4945222.929936306,-1801910.828025478,13
226,226,0.0,13708917.19745223,13708917.19745223,4518471.337579617,26875159.23566879,7006.369426751592,9064968.152866242,1802547.770700637,8147770.700636942,1209554.140127388,22161783.43949044,23371337.57961783,53759872.61146496,32949681.52866242,1538216.560509554,1534394.904458599,0
227,227,0.0,33139490.44585987,37012738.85350318,40631210.1910828,102802547.7707006,12738.85350318471,69500000.0,0.0,9019108.280254778,9447133.757961784,50070700.63694267,61296178.34394904,483486624.2038217,331896178.343949,53184713.37579618,77891082.80254777,24
228,228,0.0,89171.97452229299,89171.97452229299,18781528.66242038,90796815.2866242,0.0,5656687.898089171,0.0,0.0,0.0,85229299.36305732,85229299.36305732,63619745.22292993,61994904.45859873,1581528.662420382,1624840.76433121,0
229,229,0.0,27020382.16560509,27020382.16560509,9150318.47133758,58001273.88535032,15923.56687898089,20226114.64968153,24603184.7133758,25242675.15923567,0.0,39552866.24203821,39552866.24203821,272773885.3503184,248114012.7388535,13672611.46496815,18759872.61146497,35
230,230,0.0,91542675.15923569,91542675.15923569,73657961.78343949,366816560.5095541,19108.28025477707,201929299.3630573,49213375.79617834,51859872.61146497,4106369.426751592,200463694.267516,204570063.6942675,818095541.4012738,568126114.6496814,114368789.8089172,97883439.49044584,6
231,231,0.0,19789171.97452229,19789171.97452229,88101910.82802548,305844585.9872611,6369.426751592357,15777707.00636943,0.0,0.0,36895541.40127389,272961146.4968153,309856050.955414,1245639490.44586,1118780254.77707,10735668.78980892,17171337.57961783,15
232,232,0.0,23406369.42675159,23406369.42675159,221307006.3694268,455447770.7006369,2136305.732484076,31279617.83439491,70161146.49681528,70161146.49681528,148831210.1910828,228582165.6050956,377413375.7961784,942203184.7133758,869150955.4140127,10857961.78343949,22921019.10828025,0
233,233,1167515.923566879,7028351592.356688,8736570063.694267,24900424203.82165,36420552229.29936,757433121.0191083,5594027388.535031,513231847.133758,1024201910.828026,125019745.2229299,37860759872.61147,38538892993.63057,12999010828.02548,11164974522.29299,477204458.5987261,1107370700.636943,22
234,234,872611.4649681528,183363057.3248408,184235668.7898089,550924203.821656,1447416560.509554,365788535.0318471,408185987.2611465,0.0,1363057.324840765,0.0,1156560509.55414,1222103184.713376,3060050318.471337,3032114012.738853,-93421019.10828026,-91314649.68152866,4
235,235,300636.9426751592,422166242.0382165,425025477.7070064,303359235.6687898,1062992356.687898,6369.426751592357,505415923.566879,140445859.8726115,140929936.3057325,556112738.8535031,285114012.7388535,841672611.4649681,1432363057.324841,1080292356.687898,51108280.25477707,91726751.59235668,2
236,236,1105729936.305732,50216785987.26115,54864862420.38216,2095673885.350318,15895287898.08917,18595272611.46497,32856220382.1656,32562684713.3758,32794826751.59236,1661418471.337579,3156854777.070064,5109103184.713376,23119405732.48408,7719657961.78344,15203561146.49682,12829502547.7707,0
237,237,0.0,7202547.770700636,7202547.770700636,21067515.92356688,21731210.1910828,12738.85350318471,8824840.76433121,2698089.171974522,2698089.171974522,65605.09554140127,17345222.9299363,17410828.02547771,64609554.14012738,58157961.78343949,2131210.191082803,1901273.885350318,7
238,238,0.0,0.0,0.0,272552229.299363,307550955.4140128,127388.5350318471,53756050.95541401,94267.51592356688,94267.51592356688,104424203.821656,149107643.3121019,253700636.9426752,1425828662.420382,1413989171.974522,1841401.27388535,3805732.484076433,17
239,239,0.0,0.0,0.0,4832484.076433121,38152866.24203821,0.0,5549681.52866242,0.0,0.0,4807006.369426752,27796178.34394904,32603184.7133758,114405732.4840764,112903821.656051,1532484.076433121,1501910.828025478,7
240,240,0.0,165605.0955414013,165605.0955414013,2592356.687898089,6614012.738853503,0.0,1547770.700636943,833757.9617834395,833757.9617834395,685987.2611464967,3712101.910828026,4398089.171974522,27447133.75796178,27115923.56687898,28025.47770700637,331210.1910828025,2
241,241,0.0,355010191.0828025,355680254.77707,13626751.59235669,177457324.8407643,245859872.6114649,335887898.0891719,0.0,1080891.719745223,126380891.7197452,49973248.40764331,196168789.8089172,381654140.1273885,380332484.0764331,-28374522.29299363,-19452229.29936305,0
242,242,141401.2738853503,238145222.9299363,384359235.6687898,365052866.2420382,783540127.388535,647133757.9617834,-12616560.50955414,270217834.3949044,271089171.9745223,150543312.1019108,743673248.4076433,909426751.5923568,1189585987.261146,1163410191.082802,-143597452.2292994,-80182802.5477707,0
243,243,107643.3121019108,1130737579.617834,1137142675.159236,238397452.2292994,692219108.2802547,6369.426751592357,17478980.89171974,899437579.6178343,899670063.6942675,1749681.52866242,910463057.3248408,912212738.8535032,1251412738.853503,1171361146.496815,16214649.68152866,32652229.29936305,34
244,244,0.0,4738853.503184713,4738853.503184713,8392356.687898088,15714012.7388535,0.0,9928662.420382164,0.0,800636.9426751592,2954140.127388535,6769426.751592357,9723566.878980892,61707006.36942675,58246496.81528662,3236305.732484076,3460509.554140128,8
245,245,0.0,117834.3949044586,117834.3949044586,11508280.25477707,39919745.22292993,0.0,11927388.53503185,0.0,0.0,25210191.08280255,2900000.0,28110191.08280255,62915923.56687898,61140127.38853503,268152.8662420382,1775796.178343949,13
246,246,0.0,3250955.414012739,3250955.414012739,24370700.63694268,32920382.16560509,15923.56687898089,23875159.23566879,2956687.898089172,2956687.898089172,0.0,9339490.445859872,9339490.445859872,241689808.9171974,173618471.3375796,4417834.394904458,4631210.191082803,0
247,247,7608917.197452229,59894117834.39491,66289719108.28025,8897705095.5414,9570059235.668789,295652866.2420382,4526968789.808917,48875067515.92357,59529982802.54777,4936359235.66879,6292928025.477707,11802826751.59236,35243824840.76433,23931928662.42038,7404832484.076433,10737327388.53503,0
248,248,0.0,54140.12738853503,190445.8598726114,73777707.00636943,81883439.49044585,6369.426751592357,17863694.26751592,20321656.05095541,20321656.05095541,50955.41401273885,43382802.5477707,43888535.03184713,470592356.6878981,441229936.3057325,4470700.636942675,6525477.707006369,29
249,249,0.0,43687261.14649681,43692993.63057325,90800636.94267516,406094904.4585987,6369.426751592357,359842675.1592357,0.0,0.0,0.0,89945222.9299363,89945222.9299363,875963694.2675159,418407643.3121019,266856687.8980892,249221656.0509554,6
250,250,0.0,7340764.33121019,7340764.33121019,34260509.55414013,58419745.22292993,21019.10828025477,2071337.579617834,6291082.802547771,6319108.280254777,0.0,57370063.69426751,57370063.69426751,75378980.89171974,80175159.2356688,2129299.363057325,-12835031.84713376,0
251,251,8280.254777070064,62764968.15286624,62772611.46496815,34410828.02547771,51882165.60509554,6369.426751592357,70877070.06369427,7961783.439490446,16826751.59235669,0.0,26561783.43949044,26950955.41401274,379362420.3821656,350957961.7834395,24964968.15286624,25123566.87898089,0
252,252,0.0,2072611.464968153,2072611.464968153,86857961.78343949,132019745.2229299,318471.3375796178,18926114.64968153,0.0,0.0,110828.025477707,115055414.0127388,115166242.0382166,462256687.8980892,390012738.8535032,23259872.61146497,23741401.27388535,0
253,253,0.0,4611464.968152866,4611464.968152866,11392993.63057325,19421019.10828025,6369.426751592357,486624.203821656,0.0,0.0,10978980.89171974,12566878.98089172,23545859.87261146,174111464.9681529,154151592.3566879,479617.8343949045,3221656.050955414,0
254,254,0.0,7184713.375796178,7184713.375796178,32880254.77707006,44638216.56050956,6369.426751592357,30779617.83439491,0.0,634394.9044585987,1554140.127388535,16650955.41401274,20408917.19745223,301375796.178344,277726114.6496815,14487898.08917197,14631210.1910828,3
255,255,0.0,8218471.337579617,8218471.337579617,47859235.66878981,74198726.11464968,7006.369426751592,2983439.49044586,49448407.6433121,49448407.6433121,13075796.17834395,16909554.14012739,29985350.31847133,275002547.7707006,258564968.1528662,704458.5987261146,5112101.910828025,9
256,256,0.0,30182165.60509554,30182165.60509554,105684076.433121,258786624.2038217,30952866.24203822,44125477.70700637,0.0,0.0,75480254.77707006,169363057.3248408,244843312.1019108,625392356.687898,594121019.1082802,12245222.9299363,23251592.3566879,0
257,257,0.0,24252866.24203822,24252866.24203822,2944585.987261146,8006369.426751592,0.0,7271974.522292993,12200636.94267516,13576433.12101911,3360509.554140128,8050318.471337579,11410828.02547771,111850955.4140127,107111464.9681529,5636305.732484076,4739490.445859873,7
258,258,0.0,0.0,0.0,33458598.72611465,93221019.10828026,6369.426751592357,2638853.503184713,0.0,0.0,0.0,90582165.60509554,90582165.60509554,97588535.03184712,90171337.57961784,1236305.732484076,1300000.0,0
259,259,636.9426751592356,19364968.15286624,19366242.03821656,16044585.98726115,36900000.0,7643.312101910828,42178343.94904459,560509.5541401274,2396815.286624204,1445859.872611465,10245222.9299363,11691082.80254777,180147133.7579617,123761783.4394904,27522929.93630573,22315923.56687898,0
260,260,87015286.62420382,744071974.522293,833707643.3121018,6798830573.248407,14404722292.99363,6369.426751592357,591054140.1273885,0.0,218723566.8789809,0.0,13773875159.23567,14428652229.29936,19243018471.33758,17444891082.80255,393198089.1719745,634759872.611465,327
261,261,0.0,1256687.898089172,1256687.898089172,12420382.16560509,24178343.94904459,6369.426751592357,949044.5859872611,8989171.974522293,8989171.974522293,71974.52229299363,15424840.76433121,15496815.2866242,64861146.49681529,60934394.9044586,484713.3757961783,1135031.847133758,37
262,262,0.0,20835031.84713376,20835031.84713376,109422929.9363057,208033121.0191083,12738.85350318471,3153503.184713376,0.0,0.0,362420.3821656051,225352229.299363,225714649.6815286,418035031.8471338,405455414.0127388,431210.1910828025,6955414.012738854,0
263,263,8917.197452229299,149044.5859872611,384076.4331210191,138824840.7643312,252850318.4713376,63694.26751592357,178708917.1974522,0.0,0.0,0.0,72822929.93630573,74525477.70700637,753877707.0063694,632234394.9044585,105695541.4012739,105005732.4840764,0
264,264,0.0,1289808.917197452,1370063.694267516,11280254.77707006,19997452.22929936,0.0,5831210.191082803,0.0,512738.8535031847,3357324.840764331,11666242.03821656,15023566.87898089,113115286.6242038,109624840.7643312,1433757.961783439,3490445.859872611,18
265,265,0.0,4890445.859872611,4890445.859872611,21097452.22929936,60912101.91082802,12738.85350318471,11202547.77070064,0.0,0.0,15291082.80254777,39308917.19745223,54600000.0,226336942.6751592,207561783.4394904,1850955.414012739,1055414.012738854,16
266,266,14949681.52866242,89554777.0700637,129591082.8025478,149876433.1210191,316207006.3694267,6369.426751592357,20687898.08917197,84960509.55414012,86491082.80254777,247690445.8598726,82717834.39490445,338619745.2229299,420976433.1210191,290296815.2866242,13755414.01273885,43982802.5477707,4
267,267,0.0,27013375.79617834,28224840.76433121,19485987.2611465,76129936.30573247,6369.426751592357,61638216.56050956,4636305.732484076,6986624.203821655,210191.0828025477,33147770.70063695,35729936.30573248,258165605.0955414,215091082.8025477,19107006.36942675,26959872.61146497,7
268,268,0.0,0.0,0.0,54310828.02547771,66742675.15923566,6369.426751592357,11152229.29936306,0.0,0.0,0.0,55590445.85987261,55590445.85987261,401214649.6815286,390757324.8407643,1562420.382165605,2334394.904458599,10
269,269,89808.91719745223,510372611.4649681,525084713.3757961,116802547.7707006,900694267.5159235,63694.26751592357,1068780891.719745,0.0,22817834.39490446,0.0,307859235.6687898,334180254.77707,2507044585.987261,2367997452.229299,34062420.3821656,-25870700.63694268,0
270,270,28662.4203821656,49487261.14649681,50521019.10828026,57988535.03184713,131296815.2866242,7643.312101910828,12532484.07643312,0.0,1524203.821656051,0.0,166511464.9681529,167761146.4968153,583168152.866242,514378343.9490446,8024203.821656051,18216560.50955414,13
271,271,0.0,7318471.337579617,7318471.337579617,4954777.070063694,39178343.94904459,0.0,23265605.0955414,8936942.675159235,9019108.280254778,0.0,14114012.7388535,14212101.91082802,165352866.2420382,164717834.3949045,322292.9936305732,635031.8471337579,15
272,272,0.0,695239490.4458598,713623566.8789809,36219108.28025477,164417197.4522293,636942675.1592356,851384713.3757962,0.0,5095.541401273885,0.0,17950955.41401274,26650955.41401274,209092993.6305732,264542675.1592357,-113966878.9808917,-115716560.5095541,3
273,273,0.0,3313375.796178344,3323566.878980892,73482165.60509554,115048407.6433121,0.0,68087261.14649682,0.0,0.0,0.0,50284713.37579618,50284713.37579618,346371974.522293,327453503.1847134,16924840.76433121,18918471.33757961,0
274,274,0.0,33650955.41401274,34802547.77070063,64757324.84076433,212119108.2802548,63694.26751592357,103736305.7324841,0.0,0.0,23758598.72611465,119426751.5923567,143185350.3184713,725257324.8407643,457248407.6433121,78825477.70700637,78168152.86624204,23
275,275,0.0,0.0,0.0,15738853.50318471,28091719.74522293,0.0,8820382.165605094,0.0,0.0,9421656.050955413,9849044.58598726,19270700.63694268,261566878.9808917,257652229.299363,3138853.503184713,3914649.681528662,1
276,276,0.0,2668152.866242038,2733121.01910828,15688535.03184713,68996815.28662421,63694.26751592357,6424840.764331209,1749681.52866242,2234394.904458599,10211464.96815287,52746496.81528662,63070700.63694267,99603821.65605097,93316560.50955412,233757.9617834395,83439.49044585988,4
277,277,0.0,133523566.8789809,134660509.5541401,65173885.35031847,383945222.9299363,32077070.06369426,59570700.63694267,253829936.3057325,253829936.3057325,48405732.48407643,156026114.6496815,205205732.4840764,1168335031.847134,1118682802.547771,13765605.0955414,48546496.81528662,0
278,278,0.0,3470700.636942675,65556050.95541401,28884713.37579618,60321019.10828025,9554.140127388537,29978980.89171974,54043312.10191083,54545222.92993631,7345859.872611465,31882802.5477707,41352866.24203821,221086624.2038217,192608280.2547771,8773248.407643313,12596815.2866242,46
279,279,0.0,10256050.95541401,10256050.95541401,13810828.02547771,35893630.57324841,6369.426751592357,17091082.80254777,2201273.885350318,2201273.885350318,3792356.687898089,23064968.15286624,26857324.84076433,219086624.2038217,185720382.1656051,9319745.222929936,10431847.13375796,9
280,280,0.0,226114.6496815287,371974.5222929936,223363694.267516,230589808.9171974,133757.9617834395,14844585.98726115,0.0,14012.73885350318,46939490.44585987,168876433.1210191,216103184.7133757,1255621019.10828,1195570700.636943,12534394.9044586,17882802.5477707,0
281,281,0.0,100636.9426751592,112101.9108280255,6096815.286624203,107759872.611465,636942.6751592356,49714012.7388535,12078980.89171974,12078980.89171974,10828025.47770701,35250955.41401274,46078980.89171974,240875796.178344,223254777.0700637,3501910.828025477,5058598.726114649,1
282,282,0.0,0.0,0.0,1074522.292993631,1552866.242038216,0.0,671337.5796178344,0.0,0.0,78343.94904458598,803184.7133757961,881528.6624203821,72941401.27388535,72680891.71974522,206369.4267515924,260509.5541401273,11
283,283,0.0,2000000.0,2059872.611464968,10098089.17197452,32304458.59872611,0.0,3501273.885350318,0.0,0.0,8546496.815286623,22316560.50955414,30863057.32484076,249124840.7643312,248583439.4904459,1900000.0,541401.2738853503,42
284,284,469604458.5987261,124977878980.8917,129791305732.4841,16341771337.57962,17064703821.65605,73003184.71337579,63519855414.01273,0.0,10310219108.28025,63078056050.95541,9437177707.006369,73025935031.84714,90096210191.0828,33442836942.67516,44550153503.18472,55324584076.43312,400
285,285,193389171.9745223,32345859.87261146,226259872.6114649,19199363.05732484,202947133.7579617,382165.6050955414,220335031.8471338,18285350.31847134,18285350.31847134,0.0,190585987.2611465,190585987.2611465,557645859.8726114,556003184.7133758,210110828.0254777,1642675.159235669,32
286,286,0.0,2014649.681528662,25928025.47770701,6347770.700636943,10974522.29299363,636942.6751592356,8041401.27388535,0.0,0.0,0.0,28861146.49681529,28861146.49681529,73100000.0,53742675.15923566,4315286.624203822,10814012.7388535,0
287,287,37184713.37579618,196148863057.3248,207952590445.8598,50508868152.86624,70882136942.67516,72961783.43949044,162057761146.4968,76513568152.86624,99123755414.01274,0.0,16106314012.73885,17653210828.02548,153425178343.949,47372766878.98089,79310977070.06369,89404510191.0828,0
288,288,0.0,8133757.961783439,8133757.961783439,6285350.318471338,69430573.24840765,0.0,1520382.165605095,0.0,1486624.203821656,0.0,74558598.72611465,74558598.72611465,117043949.044586,117231847.133758,236942.6751592357,-187898.0891719745,0
289,289,0.0,12098726.11464968,12098726.11464968,151070063.6942675,750735031.8471338,6369.426751592357,98065605.0955414,229299363.0573248,229299363.0573248,0.0,433974522.2929936,435468789.8089172,1315310828.025478,1082509554.140127,36220382.16560509,63147133.75796178,13
290,290,0.0,159235.6687898089,159235.6687898089,13173248.40764331,44933757.96178344,12738.85350318471,19984076.43312101,0.0,0.0,3184.713375796178,24897452.22929936,25108917.19745223,461524840.7643312,413243949.0445859,18475159.23566879,17897452.22929936,0
291,291,0.0,8400000.0,8400000.0,11148407.6433121,65989808.91719745,6369.426751592357,10522929.93630573,12636942.67515924,12636942.67515924,12940764.33121019,38289171.97452229,51229936.30573248,302073248.4076433,291938216.5605096,4525477.707006369,10135031.84713376,28
292,292,0.0,3104458.598726115,3110828.025477707,2936942.675159235,11291719.74522293,63694.26751592357,3652866.242038216,0.0,0.0,624840.7643312102,10124840.76433121,10749681.52866242,109773248.4076433,59880254.77707006,4400000.0,4670700.636942675,30
293,293,0.0,5405095.541401274,5405095.541401274,5041401.27388535,27959872.61146497,6369.426751592357,4201273.885350319,0.0,0.0,10485350.31847134,18678343.94904459,29163694.26751592,243566242.0382166,224956687.8980892,628025.4777070064,3775796.178343949,13
294,294,0.0,112101.9108280255,112101.9108280255,19129299.36305732,36485350.31847133,0.0,2663057.324840764,5851592.356687898,5851592.356687898,0.0,28082802.5477707,28082802.5477707,217975159.2356688,215636942.6751592,1813375.796178344,2338216.560509554,0
295,295,0.0,4441401.27388535,4441401.27388535,228025.4777070064,7099363.057324841,63694.26751592357,554140.1273885351,0.0,0.0,262420.3821656051,10724203.82165605,10986624.20382166,27773248.40764331,27205095.54140127,298726.1146496815,568152.8662420382,0
296,296,0.0,6022292.993630573,6561146.496815287,103065605.0955414,357568789.8089172,6369.426751592357,75619745.22292994,15905095.54140127,15905095.54140127,127626751.5923567,144978343.9490446,272605095.5414013,707370700.6369426,607532484.0764331,33763057.32484076,28195541.40127388,5
297,297,0.0,56050.95541401274,56050.95541401274,8519108.280254778,22706369.42675159,6369.426751592357,1805095.541401274,0.0,0.0,82802.54777070064,20874522.29299363,20957324.84076433,32063057.32484076,29708917.19745223,838853.5031847133,1312101.910828025,1
298,298,0.0,6540764.33121019,6540764.33121019,10702547.77070064,18450955.41401274,0.0,2918471.337579618,636942.6751592356,5056050.955414012,636.9426751592356,17016560.50955414,17017197.4522293,252440127.3885351,250564331.2101911,1633757.961783439,1875796.178343949,6
299,299,0.0,629299.3630573248,629299.3630573248,3298089.171974522,19770700.63694268,0.0,3857324.840764331,0.0,0.0,3815286.624203822,12727388.53503185,16542675.15923567,48576433.1210191,47630573.24840764,949681.5286624203,945859.8726114648,156
300,300,0.0,4510828.025477706,4510828.025477706,14449681.52866242,18803184.7133758,70063.69426751592,6996815.286624203,0.0,0.0,3850318.47133758,12466878.98089172,16317197.4522293,96635668.78980891,87783439.49044585,7629936.305732484,7794904.458598725,4
301,301,542728662.4203821,10224073248.40764,15200382165.6051,452512738.8535032,10622310828.02548,454140.127388535,-5498568152.866241,26228989808.9172,26761912738.8535,2457491082.802547,1502004458.598726,4559348407.643312,12332503821.65605,6387498089.171974,6276139490.44586,5164463057.324841,22
302,302,0.0,2423566.878980892,2423566.878980892,62575796.17834394,106082802.5477707,6369.426751592357,23856687.89808917,0.0,0.0,17732484.07643312,66917834.39490446,84650318.47133757,614471974.522293,573107006.3694267,11678343.94904458,16238853.50318471,17
303,303,0.0,53314649.68152866,54105095.54140128,51737579.61783439,129955414.0127388,6369.426751592357,112047770.7006369,0.0,103184.7133757962,82802.54777070064,55542038.21656051,71909554.14012739,894878980.8917197,767070700.6369426,112667515.9235669,110965605.0955414,28
304,304,0.0,59681528.66242038,298042038.2165605,1118503821.656051,1485928025.477707,70063.69426751592,-722643312.1019108,0.0,3542038.216560509,367889171.9745223,2045882165.605096,2503071337.579617,2449681.52866242,2449681.52866242,759803821.6560509,-7977070.063694268,0
305,305,764331.2101910828,148715286.6242038,149481528.6624204,152010828.0254777,536322929.9363057,42387898.08917198,87236305.73248407,68685987.2611465,75719745.22292994,419108.2802547771,483484076.433121,522848407.6433121,3571973248.407644,3365242675.159235,27591082.80254777,108725477.7070064,14
306,306,0.0,6017834.394904458,33100636.94267516,98737579.6178344,307066242.0382165,7509554.140127388,148415286.6242038,0.0,148407.6433121019,11749044.58598726,173705095.5414013,191603184.7133757,732239490.4458598,520657961.7834395,16902547.77070064,5675796.178343949,7
307,307,0.0,0.0,0.0,337579.6178343949,15664331.21019108,6369.426751592357,4843949.044585987,0.0,0.0,0.0,10821019.10828026,10821019.10828026,33661146.49681529,28564968.15286624,535031.8471337579,581528.6624203821,196
308,308,0.0,10891719.74522293,12160509.55414013,55117197.4522293,111195541.4012739,2738853.503184713,3834394.904458599,0.0,21656.05095541401,4292993.630573248,115207006.3694267,119500000.0,448835031.8471338,392526751.5923567,1484713.375796178,2225477.707006369,8
309,309,0.0,0.0,0.0,22675159.23566879,103081528.6624204,6369.426751592357,13313375.79617834,0.0,0.0,0.0,89768152.86624204,89768152.86624204,430871974.522293,406669426.7515923,9756050.955414012,12394904.45859872,5
310,310,0.0,6698089.171974522,304662420.3821656,7535598726.11465,14914887261.1465,6369426.751592357,848218471.3375796,0.0,347563694.2675159,0.0,14010340127.38854,14023767515.92357,1940871974.522293,1651148407.643312,471617197.4522293,214488535.0318471,18
311,311,24840.76433121019,97761783.43949044,97847770.70063694,99929936.30573247,199501273.8853503,6369.426751592357,40342675.15923566,143184713.3757962,151886624.2038217,32208917.19745223,72910828.0254777,105119745.2229299,506354140.1273885,440114012.7388535,14368152.86624204,32492993.63057325,46
312,312,0.0,212101.9108280254,212101.9108280254,1892993.630573248,17362420.3821656,0.0,1766878.98089172,11242675.15923567,11242675.15923567,0.0,4564968.152866242,4564968.152866242,77870063.69426751,76636305.73248407,1185350.318471337,1233757.961783439,0
313,313,0.0,217834.3949044586,217834.3949044586,357268789.8089172,379288535.0318471,328662.4203821656,21443312.10191083,0.0,36305.73248407643,48709554.14012738,308559872.611465,358026751.5923567,1977590445.859873,1912421019.10828,18007006.36942675,18998089.17197452,0
314,314,0.0,193630.5732484076,193630.5732484076,42280891.71974522,75671337.57961783,0.0,26431847.13375796,0.0,0.0,0.0,49433121.01910828,49433121.01910828,212903184.7133757,211567515.9235669,3122292.993630573,1335668.789808917,1
315,315,0.0,21209554.14012739,21215923.56687899,40318471.33757962,75092356.68789808,6369.426751592357,19423566.87898089,1273885.350318471,4497452.229299363,73885.35031847133,72313375.79617834,72387261.14649682,295768789.8089172,238375159.2356688,13485987.2611465,25019108.28025478,21
316,316,0.0,2835031.847133758,2835031.847133758,4550955.414012739,11605732.48407643,0.0,3271337.579617834,0.0,1482165.605095541,4077070.063694268,5610191.082802547,9687261.146496816,47576433.12101911,46748407.6433121,1532484.076433121,828025.4777070064,1
317,317,52866.24203821656,48148305095.5414,48480015923.56688,17002975796.17834,37300740764.33121,20996140764.33121,16627373248.40764,21147043312.10191,21147203821.65605,1667826751.592357,45462133757.96178,48006179617.8344,3181040127.388535,4613413375.796178,-2525018471.33758,-1432373248.407643,274
318,318,2759235.668789809,1763646496.815287,2071742038.21656,127940764.3312102,233938216.5605096,2002030573.248408,2201003821.656051,0.0,5047770.700636943,0.0,85676433.12101911,99628662.42038216,602589171.9745222,706928025.477707,-266073885.3503185,-248012101.910828,294
319,319,0.0,37972865605.09554,39279657961.78344,2385291719.745223,2423391719.745223,765624203.821656,6956403184.713375,0.0,59790445.85987261,32538026114.64968,2122062420.382165,34686856050.95541,175142038.2165605,80505095.54140127,60596178.34394904,79464331.21019109,0
320,320,20974522.29299363,1542877070.063694,2235361146.496815,860548407.6433121,7495963694.267515,3391496815.286624,4694726114.649681,0.0,459835031.8471338,3011514012.738853,1496559872.611465,4576763694.267516,4449390445.859873,3276890445.859872,898382802.5477706,1071801910.828026,0
321,321,9554.140127388537,7671974.522292993,12988535.03184713,74536942.67515923,197038853.5031847,1273885.350318471,48508280.25477707,50955414.01273885,50955414.01273885,15331847.13375796,95231847.13375796,110563694.2675159,797908280.2547771,737536305.7324841,4038216.560509554,13958598.72611465,225
322,322,0.0,8370063.694267516,8370063.694267516,36175796.17834394,70930573.24840765,0.0,21408280.25477707,0.0,5654140.127388535,12517197.4522293,39721656.05095541,52238853.50318471,344394267.5159236,346729936.3057325,13200000.0,-2335668.789808917,19
323,323,0.0,4362420.382165605,4362420.382165605,7063057.324840765,12669426.75159236,6369.426751592357,3410191.082802548,3185987.261146497,3185987.261146497,0.0,10435668.78980892,10435668.78980892,115390445.8598726,105921019.1082803,2096815.286624204,2092993.630573248,0
324,324,0.0,413375.796178344,413375.796178344,36148407.6433121,154311464.9681529,0.0,1909554.140127388,7501273.885350319,7501273.885350319,0.0,145314012.7388535,145314012.7388535,303736305.732484,295684076.433121,1259235.668789809,8052229.299363057,23
325,325,0.0,107516560.5095541,107516560.5095541,55554140.12738853,92952229.29936305,127388.5350318471,4154140.127388535,0.0,0.0,39665605.0955414,156649044.5859872,196314649.6815286,443656687.8980892,433941401.2738853,822292.9936305733,3804458.598726114,4
