,Наименование ДП,"2018, Нематериальные активы","2019, Нематериальные активы","2020, Нематериальные активы","2018, Основные средства ","2019, Основные средства ","2020, Основные средства ","2018, Внеоборотные активы","2019, Внеоборотные активы","2020, Внеоборотные активы","2018, Дебиторская задолженность","2019, Дебиторская задолженность","2020, Дебиторская задолженность","2018, Оборотные активы","2019, Оборотные активы","2020, Оборотные активы","2018, Уставный капитал ","2019, Уставный капитал ","2020, Уставный капитал ","2018, Капитал и резервы","2019, Капитал и резервы","2020, Капитал и резервы","2018, Заёмные средства (долгосрочные)","2019, Заёмные средства (долгосрочные)","2020, Заёмные средства (долгосрочные)","2018, Долгосрочные обязательства","2019, Долгосрочные обязательства","2020, Долгосрочные обязательства","2018, Заёмные средства (краткосрочные)","2019, Заёмные средства (краткосрочные)","2020, Заёмные средства (краткосрочные)","2018, Кредиторская задолженность","2019, Кредиторская задолженность","2020, Кредиторская задолженность","2018, Краткосрочные обязательства","2019, Краткосрочные обязательства","2020, Краткосрочные обязательства","2018, Выручка","2019, Выручка","2020, Выручка","2018, Себестоимость продаж","2019, Себестоимость продаж","2020, Себестоимость продаж","2018, Прибыль (убыток) до налогообложения ","2019, Прибыль (убыток) до налогообложения ","2020, Прибыль (убыток) до налогообложения ","2018, Прибыль (убыток) от продажи","2019, Прибыль (убыток) от продажи","2020, Прибыль (убыток) от продажи"
159,249,0.0,0.0,29299.36305732484,17685987.2611465,43687261.14649681,98383439.49044584,17685987.2611465,43692993.63057325,98753503.18471338,119645859.8726115,90800636.94267516,624278980.8917197,318172611.4649681,406094904.4585987,1568484713.375796,6369.426751592357,6369.426751592357,6369.426751592357,205631210.1910828,359842675.1592357,710151592.3566879,0.0,0.0,254777070.0636943,0.0,0.0,257998726.1146497,0.0,0.0,149256687.8980892,130227388.5350318,89945222.9299363,549831210.1910828,130227388.5350318,89945222.9299363,699087898.089172,678178980.8917197,875963694.2675159,993410191.0828024,528798089.1719745,418407643.3121019,510364968.1528662,90778343.9490446,266856687.8980892,767717834.3949044,2321019.108280255,249221656.0509554,354315923.566879
160,251,0.0,8280.254777070064,7006.369426751592,59769426.75159235,62764968.15286624,65838853.50318471,59769426.75159235,62772611.46496815,82151592.35668789,43926751.59235669,34410828.02547771,62733121.01910828,49719745.22292993,51882165.60509554,68980891.71974522,0.0,6369.426751592357,6369.426751592357,50968789.80891719,70877070.06369427,80573248.4076433,7961783.439490446,7961783.439490446,13057324.84076433,18961146.49681529,16826751.59235669,29150955.41401274,0.0,0.0,12889171.97452229,39090445.85987261,26561783.43949044,28208917.19745223,39558598.72611465,26950955.41401274,41408280.25477707,308427388.5350319,379362420.3821656,401175159.2356688,293720382.1656051,350957961.7834395,385255414.0127388,14724840.76433121,24964968.15286624,12122929.93630573,14707006.36942675,25123566.87898089,12398726.11464968
161,253,0.0,0.0,0.0,6317197.452229299,4611464.968152866,3038853.503184713,6317197.452229299,4611464.968152866,3038853.503184713,18305732.48407643,11392993.63057325,18330573.24840764,26557961.78343949,19421019.10828025,25883439.49044586,6369.426751592357,6369.426751592357,6369.426751592357,1128662.420382166,486624.203821656,-6129299.363057325,0.0,0.0,0.0,0.0,0.0,0.0,6346496.815286624,10978980.89171975,11875796.17834395,25400000.0,12566878.98089172,23175796.17834395,31746496.81528662,23545859.87261146,35051592.3566879,211036942.6751592,174111464.9681529,29275796.17834395,190340764.3312102,154151592.3566879,24661783.43949044,1402547.770700637,479617.8343949044,-6135668.789808917,3250318.47133758,3221656.050955414,-2806369.426751592
162,255,0.0,0.0,0.0,9433757.96178344,8218471.337579617,6080891.719745222,9433757.96178344,8218471.337579617,6080891.719745222,35052229.29936305,47859235.6687898,58413375.79617834,44973248.40764331,74198726.11464968,110596815.2866242,7006.369426751592,7006.369426751592,7006.369426751592,2492993.630573248,2983439.49044586,3420382.165605095,29474522.29299363,49448407.6433121,52482802.5477707,29474522.29299363,49448407.6433121,52482802.5477707,12772611.46496815,13075796.17834395,26787898.08917197,9666878.98089172,16909554.14012739,33986624.20382165,22439490.44585987,29985350.31847133,60774522.29299363,252554140.1273885,275002547.7707006,412592356.6878981,238068789.8089172,258564968.1528662,388749681.5286624,847133.7579617834,704458.5987261146,567515.923566879,3672611.464968153,5112101.910828025,4900636.942675159
163,257,0.0,0.0,0.0,5873885.350318471,24252866.24203822,28425477.70700637,5873885.350318471,24252866.24203822,28425477.70700637,2349681.52866242,2944585.987261146,2298726.114649681,3235668.789808917,8006369.426751592,12284076.43312102,0.0,0.0,0.0,2785987.261146497,7271974.522292993,11438853.50318471,0.0,12200636.94267516,12111464.96815287,0.0,13576433.12101911,12214012.7388535,1079617.834394904,3360509.554140127,3562420.382165605,5243949.044585987,8050318.471337579,13494904.45859873,6323566.878980892,11410828.02547771,17057324.84076433,59721019.10828025,111850955.4140127,142826114.6496815,57870063.69426751,107111464.9681529,138944585.9872611,3077070.063694268,5636305.732484076,5136305.732484076,1850955.414012739,4739490.445859873,3881528.662420382
164,260,65610828.02547771,87015286.62420382,60028662.42038216,267031210.1910828,744071974.522293,1073985350.318471,379524203.821656,833707643.3121018,1180805095.541401,1133114649.681529,6798830573.248407,4955627388.535031,2671040127.388535,14404722292.99363,13370997452.2293,6369.426751592357,6369.426751592357,6369.426751592357,508552866.2420382,591054140.1273885,1925389171.974522,0.0,0.0,0.0,60803184.71337579,218723566.8789809,65708917.19745222,0.0,0.0,0.0,2176162420.382165,13773875159.23567,11788110828.02548,2481208280.254777,14428652229.29936,12560704458.59873,4252852229.299363,19243018471.33758,46748894904.4586,3657147133.757962,17444891082.80255,43344226751.59235,213113375.7961783,393198089.1719745,1969478343.949044,184231210.1910828,634759872.611465,2297568152.866242
165,261,0.0,0.0,0.0,166242.0382165605,1256687.898089172,2847133.757961784,166242.0382165605,1256687.898089172,2847133.757961784,7316560.50955414,12420382.16560509,9524203.82165605,12219745.22292994,24178343.94904459,33177070.06369426,6369.426751592357,6369.426751592357,0.0,531210.1910828025,949044.5859872611,2386624.203821656,4740764.33121019,8989171.974522293,4275159.23566879,4740764.33121019,8989171.974522293,5097452.229299363,0.0,71974.52229299363,4550318.471337579,7114012.738853503,15424840.76433121,23989808.91719745,7114012.738853503,15496815.2866242,28540127.38853503,64119108.28025477,64861146.49681529,65495541.40127388,59791082.80254777,60934394.9044586,65325477.70700637,343949.0445859872,484713.3757961783,1574522.292993631,845859.8726114649,1135031.847133758,170063.6942675159
166,263,26114.64968152866,8917.197452229299,0.0,232484.076433121,149044.5859872611,123566.8789808917,291082.8025477707,384076.4331210191,2385350.318471338,128654777.0700637,138824840.7643312,218241401.2738853,172639490.4458599,252850318.4713376,310052866.2420382,63694.26751592357,63694.26751592357,63694.26751592357,119610191.0828025,178708917.1974522,247353503.1847134,0.0,0.0,0.0,0.0,0.0,17197.45222929936,0.0,0.0,8280.254777070064,51721656.05095541,72822929.93630573,63824203.82165605,53320382.16560509,74525477.70700637,65066878.98089172,651316560.5095541,753877707.0063694,843753503.1847134,521728662.4203821,632234394.9044585,718718471.3375796,111095541.4012739,105695541.4012739,108546496.8152866,110641401.2738853,105005732.4840764,107366878.9808917
167,264,0.0,0.0,0.0,1467515.923566879,1289808.917197452,1180254.777070064,1531210.191082803,1370063.694267516,1253503.184713376,5831210.191082803,11280254.77707006,8955414.012738854,23012101.91082802,19997452.22929936,27878980.89171974,0.0,0.0,0.0,4789808.917197452,5831210.191082803,8801910.828025477,0.0,0.0,0.0,105095.5414012739,512738.8535031847,120382.1656050955,4731210.191082803,3357324.840764331,3526114.649681529,14917834.39490446,11666242.03821656,16684076.43312102,19649044.58598726,15023566.87898089,20210191.08280255,84647133.75796178,113115286.6242038,128758598.7261146,82354777.0700637,109624840.7643312,123898089.1719745,1953503.184713376,1433757.961783439,3510828.025477707,2292356.687898089,3490445.859872611,4860509.554140127
168,265,0.0,0.0,0.0,7724840.764331209,4890445.859872611,2985350.318471338,7724840.764331209,4890445.859872611,2985350.318471338,23875159.23566879,21097452.22929936,34925477.70700637,56281528.66242038,60912101.91082802,74466242.03821656,12738.85350318471,12738.85350318471,12738.85350318471,14273248.40764331,11202547.77070064,9977070.063694268,0.0,0.0,0.0,0.0,0.0,0.0,4714649.681528662,15291082.80254777,18543312.10191083,45018471.33757962,39308917.19745222,48931210.1910828,49733121.01910828,54600000.0,67474522.29299363,209549044.5859872,226336942.6751592,240449681.5286624,193597452.2292994,207561783.4394904,229695541.4012739,2222929.936305732,1850955.414012739,1502547.770700637,2880254.777070064,1055414.012738853,1568789.808917197
169,266,29140764.33121019,14949681.52866242,23657961.78343949,92810828.0254777,89554777.0700637,98942038.21656051,127266878.9808917,129591082.8025478,153689171.9745223,87485350.31847133,149876433.1210191,84944585.98726115,198359235.6687898,316207006.3694267,290008280.2547771,6369.426751592357,6369.426751592357,6369.426751592357,860509.5541401274,20687898.08917197,25970063.69426752,112572611.4649681,84960509.55414012,70000000.0,115214649.6815287,86491082.80254777,75190445.85987261,135152866.2420382,247690445.8598726,241854140.1273885,71837579.61783439,82717834.39490445,82975159.2356688,209550955.4140127,338619745.2229299,342536942.6751592,291450318.4713376,420976433.1210191,469438216.5605096,167736305.7324841,290296815.2866242,318898726.1146497,11900000.0,13755414.01273885,13066878.98089172,40706369.42675159,43982802.5477707,60316560.50955414
170,267,0.0,0.0,0.0,11774522.29299363,27013375.79617834,26082165.60509554,12329299.36305732,28224840.76433121,27566242.03821656,16229299.36305732,19485987.2611465,71010191.08280255,34717834.39490446,76129936.30573247,136875796.178344,6369.426751592357,6369.426751592357,6369.426751592357,25599363.05732484,61638216.56050956,78462420.3821656,5965605.095541401,4636305.732484076,10054140.12738854,6266878.980891719,6986624.203821655,14687261.14649682,391719.7452229299,210191.0828025478,414649.6815286624,12430573.24840764,33147770.70063694,68279617.8343949,15180891.71974522,35729936.30573248,71292356.68789808,160261783.4394904,258165605.0955414,268075159.2356688,145022292.9936306,215091082.8025478,228278980.8917197,7264331.210191082,19107006.36942675,19722929.93630573,1881528.662420382,26959872.61146497,20243949.04458599
171,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65987898.08917197,54310828.02547771,56183439.49044586,77385987.2611465,66742675.15923566,64912738.85350318,6369.426751592357,6369.426751592357,6369.426751592357,9902547.770700635,11152229.29936306,12548407.6433121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67483439.49044585,55590445.85987261,52364331.21019108,67483439.49044585,55590445.85987261,52364331.21019108,490577707.0063694,401214649.6815286,326998726.1146497,477657961.7834395,390757324.8407643,319104458.5987261,1557961.78343949,1562420.382165605,1909554.140127389,1642038.21656051,2334394.904458599,1328025.477707006
172,270,31847.13375796178,28662.4203821656,24840.76433121019,40026751.59235669,49487261.14649681,73034394.9044586,41061783.43949044,50521019.10828026,73192993.63057324,37079617.8343949,57988535.03184713,106907643.3121019,100673248.4076433,131296815.2866242,145210828.0254777,7643.312101910828,7643.312101910828,7643.312101910828,5114649.681528662,12532484.07643312,25377707.00636943,19107643.31210191,0.0,0.0,20247133.75796178,1524203.821656051,48562420.3821656,0.0,0.0,15068152.86624204,115078343.9490446,166511464.9681529,128684076.433121,116373885.3503185,167761146.4968153,144464331.2101911,423678980.8917197,583168152.866242,588551592.3566879,388537579.6178344,514378343.9490446,557149681.5286624,3779617.834394904,8024203.821656051,16672611.46496815,1326114.649681529,18216560.50955414,5121019.108280255
173,271,0.0,0.0,0.0,0.0,7318471.337579617,11038853.50318471,0.0,7318471.337579617,11062420.38216561,0.0,4954777.070063694,8041401.27388535,0.0,39178343.94904459,42100000.0,0.0,0.0,0.0,0.0,23265605.0955414,23341401.27388535,0.0,8936942.675159235,9533757.96178344,0.0,9019108.280254778,14773248.40764331,0.0,0.0,4549681.52866242,0.0,14114012.7388535,10264331.21019108,0.0,14212101.91082802,15048407.6433121,0.0,165352866.2420382,248894904.4585987,0.0,164717834.3949045,246630573.2484076,0.0,322292.9936305732,1098089.171974522,0.0,635031.8471337579,2264331.210191083
174,273,0.0,0.0,0.0,1593630.573248408,3313375.796178344,2867515.923566879,1607643.312101911,3323566.878980892,2867515.923566879,6339490.445859873,73482165.60509554,36708280.25477707,65268789.80891719,115048407.6433121,94067515.92356688,0.0,0.0,0.0,54547133.75796178,68087261.14649682,77384713.37579617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12329299.36305732,50284713.37579618,19550318.47133758,12329299.36305732,50284713.37579618,19550318.47133758,275200636.9426752,346371974.522293,222036305.7324841,248794267.5159236,327453503.1847134,209492993.6305732,23960509.55414013,16924840.76433121,11621656.05095541,26406369.42675159,18918471.33757962,12543312.10191083
175,274,0.0,0.0,0.0,25259872.61146497,33650955.41401274,39335031.84713376,25259872.61146497,34802547.77070063,40619108.28025477,72901910.82802548,64757324.84076433,155357961.7834395,172810828.0254777,212119108.2802548,235106369.4267516,63694.26751592357,63694.26751592357,63694.26751592357,52700636.94267516,103736305.7324841,154601273.8853503,0.0,0.0,16671974.52229299,0.0,0.0,23915286.62420382,0.0,23758598.72611465,0.0,145370063.6942675,119426751.5923567,97210191.08280256,145370063.6942675,143185350.3184713,97210191.08280256,605309554.1401274,725257324.8407643,541721656.0509554,475577707.0063694,457248407.6433121,334419108.2802548,56430573.24840764,78825477.70700637,69203184.71337579,51050955.41401274,78168152.86624204,80943949.04458599
176,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9535031.847133758,15738853.50318471,9681528.66242038,18737579.61783439,28091719.74522293,16669426.75159236,0.0,0.0,0.0,7375796.178343949,8820382.165605094,9937579.617834397,0.0,0.0,0.0,0.0,0.0,0.0,1575159.23566879,9421656.050955413,4458.598726114649,9786624.203821655,9849044.58598726,6726751.592356687,11361783.43949044,19270700.63694267,6731210.191082803,259157961.7834395,261566878.9808917,211017834.3949045,253051592.3566879,257652229.299363,207124203.821656,5493630.573248408,3138853.503184713,2256050.955414013,6106369.426751592,3914649.681528662,3893630.573248407
177,276,0.0,0.0,0.0,2233121.01910828,2668152.866242038,6498726.114649681,3467515.923566879,2733121.01910828,7252866.242038216,7513375.796178344,15688535.03184713,20384713.37579618,41579617.8343949,68996815.28662421,104206369.4267516,63694.26751592357,63694.26751592357,63694.26751592357,6264968.152866242,6424840.764331209,7537579.617834395,1452866.242038216,1749681.52866242,2570063.694267516,2640764.331210191,2234394.904458599,3947770.700636942,4768789.808917197,10211464.96815287,5312101.910828025,31351592.3566879,52746496.81528662,94297452.22929937,36141401.27388535,63070700.63694267,99973885.35031846,77178343.94904459,99603821.65605097,154524203.821656,69747770.70063694,93316560.50955412,139912101.910828,-131847.1337579618,233757.9617834395,2126114.649681529,1004458.598726115,83439.49044585988,9060509.554140126
178,277,0.0,0.0,0.0,152808917.1974522,133523566.8789809,119001273.8853503,154346496.8152866,134660509.5541401,121144585.9872611,39926751.59235669,65173885.35031847,222343312.1019108,209961783.4394904,383945222.9299363,757310191.0828025,32077070.06369426,32077070.06369426,32077070.06369426,48991082.80254777,59570700.63694267,81335668.78980891,173915286.6242038,253829936.3057325,213065605.0955414,173915286.6242038,253829936.3057325,213143949.044586,19778343.94904459,48405732.48407643,290521019.1082802,121099363.0573248,156026114.6496815,291815923.566879,141401910.8280255,205205732.4840764,583975159.2356688,611407643.3121018,1168335031.847134,1869728662.420382,573349044.5859872,1118682802.547771,1812550955.414013,9035668.789808916,13765605.0955414,28508917.19745223,32429936.30573248,48546496.81528662,53328025.47770701
179,279,0.0,0.0,0.0,14154140.12738854,10256050.95541401,6852229.299363057,14154140.12738854,10256050.95541401,6852229.299363057,15285987.2611465,13810828.02547771,15498089.17197452,38427388.53503185,35893630.57324841,49044585.98726115,6369.426751592357,6369.426751592357,6369.426751592357,11559872.61146497,17091082.80254777,21631847.13375796,4239490.445859873,2201273.885350318,426114.6496815286,4239490.445859873,2201273.885350318,426114.6496815286,1920382.165605095,3792356.687898089,2746496.815286624,34861783.43949044,23064968.15286624,31092356.68789809,36782165.60509554,26857324.84076433,33838853.50318471,263960509.5541401,219086624.2038217,200441401.2738853,221590445.8598726,185720382.1656051,170529936.3057325,16271974.52229299,9319745.222929936,9606369.426751591,17115923.56687898,10431847.13375796,10880891.71974522
180,280,0.0,0.0,0.0,40127.38853503185,226114.6496815287,128662.4203821656,185987.2611464968,371974.5222929936,224840.7643312102,114603184.7133758,223363694.2675159,370601910.8280255,119028025.477707,230589808.9171974,406260509.5541401,133757.9617834395,133757.9617834395,133757.9617834395,12394904.45859873,14844585.98726115,18975159.23566879,0.0,0.0,0.0,8280.254777070064,14012.73885350318,20382.16560509554,20789808.91719745,46939490.44585987,94103821.65605097,85828025.477707,168876433.1210191,292903184.7133758,106810828.0254777,216103184.7133758,387489808.9171975,938545222.9299364,1255621019.10828,1303559235.66879,918708280.2547772,1195570700.636943,1247575159.235669,5031210.191082803,12534394.9044586,12349044.58598726,8022929.936305732,17882802.5477707,24382802.5477707
181,281,0.0,0.0,0.0,285987.2611464968,100636.9426751592,35031.84713375796,292356.6878980892,112101.9108280255,50955.41401273885,3452866.242038216,6096815.286624203,14029936.30573248,79405732.48407643,107759872.611465,88149044.58598725,636942.6751592356,636942.6751592356,636942.6751592356,46914012.7388535,49714012.7388535,51320382.16560509,0.0,12078980.89171975,0.0,0.0,12078980.89171975,1273.885350318471,7643312.101910828,10828025.47770701,12738853.50318471,25140764.33121019,35250955.41401274,24139490.44585987,32784076.43312102,46078980.89171974,36878343.94904459,265712101.910828,240875796.178344,245089171.9745223,245561783.4394904,223254777.0700637,232779617.8343949,4996178.343949044,3501910.828025477,2008280.25477707,6408280.25477707,5058598.726114649,2847133.757961784
182,282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1239490.445859873,1074522.292993631,1054777.070063694,1695541.401273885,1552866.242038216,1890445.859872611,0.0,0.0,0.0,508280.25477707,671337.5796178344,771974.5222929936,0.0,0.0,0.0,0.0,0.0,0.0,78343.94904458598,78343.94904458598,78980.89171974522,1108917.197452229,803184.7133757961,1039490.445859873,1187261.146496815,881528.6624203821,1118471.337579618,84452229.29936305,72941401.27388535,111679617.8343949,84208280.25477707,72680891.71974522,111509554.1401274,224840.7643312102,206369.4267515923,126751.5923566879,243949.0445859873,260509.5541401274,170063.6942675159
183,283,0.0,0.0,0.0,0.0,2000000.0,1200000.0,68152.86624203822,2059872.611464968,1251592.356687898,3928662.420382165,10098089.17197452,17981528.66242038,19310828.02547771,32304458.59872611,61974522.29299363,0.0,0.0,0.0,1986624.203821656,3501273.885350318,5763057.324840765,0.0,0.0,0.0,0.0,0.0,0.0,7479617.834394904,8546496.815286623,17684713.37579618,9913375.796178345,22316560.50955414,39778343.94904459,17392993.63057325,30863057.32484076,57463057.32484076,269521656.0509554,249124840.7643312,256948407.6433121,267068789.8089172,248583439.4904459,252722929.9363057,2111464.968152866,1900000.0,2837579.617834395,2452866.242038216,541401.2738853503,4225477.70700637
184,284,868067515.9235668,469604458.5987261,1445283439.490446,109702410191.0828,124977878980.8917,136596224840.7643,114769276433.121,129791305732.4841,142238481528.6624,14775882802.54777,16341771337.57962,19585238853.50319,15698559872.61146,17064703821.65605,20505132484.07643,73003184.71337579,73003184.71337579,73003184.71337579,48885052866.24203,63519855414.01273,73051401273.88535,63057324840.76433,0.0,54345993630.57325,69680356050.95541,10310219108.28025,65549995541.40127,671843949.044586,63078056050.95541,10867842038.21656,10806401273.88535,9437177707.006369,12650316560.50955,11902427388.53503,73025935031.84714,24142217197.45223,79949955414.01274,90096210191.0828,62135373885.35032,26009707006.36943,33442836942.67516,30377015923.56688,48217526114.64968,44550153503.18472,27037424203.82166,52764721656.05096,55324584076.43312,29677238853.50319
185,285,0.0,193389171.9745223,193291082.8025478,36768152.86624204,32345859.87261146,58970063.69426751,36989808.91719745,226259872.6114649,253162420.3821656,15514649.68152866,19199363.05732484,35133757.96178344,202038216.5605095,202947133.7579618,422410191.0828025,382165.6050955414,382165.6050955414,382165.6050955414,17182165.60509554,220335031.8471338,265684713.3757962,22356687.89808917,18285350.31847134,161347133.7579618,22356687.89808917,18285350.31847134,161347133.7579618,0.0,0.0,0.0,199489171.9745223,190585987.2611465,248541401.2738853,199489171.9745223,190585987.2611465,248541401.2738853,732302547.7707006,557645859.8726114,859509554.1401273,717498726.1146497,556003184.7133758,784885350.3184713,8819745.222929936,210110828.0254777,57105095.54140127,14803821.65605095,1642675.159235669,74624203.82165605
186,286,0.0,0.0,0.0,1928025.477707006,2014649.681528662,7205095.541401274,19625477.70700637,25928025.47770701,22122929.93630573,3843949.044585987,6347770.700636943,335031.847133758,20781528.66242038,10974522.29299363,7992993.630573248,636942.6751592356,636942.6751592356,636942.6751592356,4589171.974522293,8041401.27388535,9503821.656050956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35817834.39490446,28861146.49681529,20612101.91082802,35817834.39490446,28861146.49681529,20612101.91082802,67688535.03184713,73100000.0,67681528.66242038,53018471.33757962,53742675.15923566,48159872.61146497,3609554.140127388,4315286.624203822,4765605.095541401,7505732.484076433,10814012.7388535,10248407.6433121
187,287,16831847.13375796,37184713.37579618,311660509.5541401,177326426114.6497,196148863057.3248,206051044585.9872,178118915923.5669,207952590445.8599,208421728025.4777,51956484076.43312,50508868152.86624,42640033757.96178,54835294267.51592,70882136942.67516,80260461146.49681,72961783.43949044,72961783.43949044,72961783.43949044,115839380891.7197,162057761146.4968,159814247133.758,50606687898.08917,76513568152.86624,46170528662.42038,57836163057.32484,99123755414.01274,89683528662.42038,42820587898.08917,0.0,21435624203.82166,15928904458.59873,16106314012.73885,16266636305.73248,59278666242.03822,17653210828.02548,39184413375.79617,150323788535.0318,153425178343.949,108163571974.5223,46642010191.0828,47372766878.98089,61252617197.45222,92876392993.63055,79310977070.06369,36681474522.29299,96297435668.7898,89404510191.0828,34878360509.55414
188,288,0.0,0.0,0.0,964968.152866242,8133757.961783439,11524203.82165605,964968.152866242,8133757.961783439,11572611.46496815,4112101.910828026,6285350.318471338,11026751.59235669,6185987.261146497,69430573.24840765,23078980.89171974,0.0,0.0,0.0,1330573.248407643,1520382.165605095,1412738.853503185,0.0,0.0,3503184.713375796,0.0,1486624.203821656,10868789.8089172,0.0,0.0,2757961.78343949,5820382.165605095,74558598.72611465,19611464.96815287,5820382.165605095,74558598.72611465,22369426.75159236,97189171.9745223,117043949.044586,132979617.8343949,96168789.8089172,117231847.133758,133157961.7834395,934394.9044585988,236942.6751592357,190445.8598726114,1020382.165605095,-187898.0891719745,-178343.949044586
189,290,0.0,0.0,0.0,0.0,159235.6687898089,0.0,0.0,159235.6687898089,0.0,17664968.15286624,13173248.40764331,24959872.61146497,54919108.28025477,44933757.96178344,111688535.0318471,12738.85350318471,12738.85350318471,12738.85350318471,26028025.47770701,19984076.43312102,32374522.29299363,0.0,0.0,0.0,0.0,0.0,0.0,3184.713375796178,3184.713375796178,25480891.71974522,28742038.21656051,24897452.22929936,53833757.96178344,28891082.80254777,25108917.19745223,79314649.68152866,592261783.4394904,461524840.7643312,597095541.4012738,539908280.2547771,413243949.0445859,545271974.522293,22221656.05095541,18475159.23566879,15667515.92356688,22378343.94904459,17897452.22929936,16084713.37579618
190,291,0.0,0.0,0.0,7228025.477707006,8400000.0,12799363.05732484,7228025.477707006,8400000.0,12799363.05732484,17942038.21656051,11148407.6433121,104463694.2675159,70675159.2356688,65989808.91719745,162263057.3248408,6369.426751592357,6369.426751592357,6369.426751592357,6944585.987261146,10522929.93630573,12398726.11464968,11563694.26751592,12636942.67515923,15170700.63694268,11563694.26751592,12636942.67515923,20566242.03821656,17307643.31210191,12940764.33121019,87940764.33121018,42087261.14649681,38289171.97452229,54156687.89808917,59394904.45859873,51229936.30573248,142097452.2292994,501656687.8980892,302073248.4076433,382684076.433121,484531847.1337579,291938216.5605096,386957324.8407643,2691719.74522293,4525477.707006369,3964331.210191083,6015923.566878981,10135031.84713376,-4273248.407643312
191,292,0.0,0.0,0.0,2558598.72611465,3104458.598726115,1904458.598726114,2596178.343949045,3110828.025477707,1904458.598726114,3204458.598726115,2936942.675159235,3699363.057324841,7038216.560509554,11291719.74522293,13190445.85987261,63694.26751592357,63694.26751592357,63694.26751592357,1932484.076433121,3652866.242038216,2660509.554140127,0.0,0.0,0.0,0.0,0.0,0.0,1266878.98089172,624840.7643312102,173885.3503184713,6435031.847133758,10124840.76433121,12260509.55414013,7701910.828025477,10749681.52866242,12434394.9044586,110412101.910828,109773248.4076433,90350318.47133756,77841401.27388535,59880254.77707006,54392993.63057324,3162420.382165605,4400000.0,689808.9171974522,4569426.751592357,4670700.636942675,1379617.834394904
192,296,0.0,0.0,0.0,9187898.089171974,6022292.993630573,84942675.15923567,9512101.910828026,6561146.496815287,85307643.3121019,91827388.53503184,103065605.0955414,292547133.7579618,350673248.4076433,357568789.8089172,512108917.1974522,6369.426751592357,6369.426751592357,6369.426751592357,54640127.38853503,75619745.22292994,110031847.133758,15905095.54140127,15905095.54140127,15905095.54140127,15905095.54140127,15905095.54140127,15905095.54140127,58082802.5477707,127626751.5923567,201967515.9235669,231556687.8980892,144978343.9490446,269511464.9681529,289640127.388535,272605095.5414013,471478980.8917197,444426751.5923567,707370700.6369426,1181797452.229299,304207006.3694267,607532484.0764331,998375796.178344,30161146.49681529,33763057.32484076,46854140.12738853,59928025.47770701,28195541.40127388,91238853.5031847
193,298,0.0,0.0,0.0,5195541.401273885,6540764.33121019,8807006.369426752,5195541.401273885,6540764.33121019,8807006.369426752,3688535.031847134,10702547.77070064,13802547.77070064,5940127.388535032,18450955.41401274,23250318.47133758,0.0,0.0,0.0,1349681.52866242,2918471.337579618,4806369.426751592,253503.1847133758,636942.6751592356,6385987.261146497,2610828.025477707,5056050.955414012,11730573.24840764,636.9426751592356,636.9426751592356,636.9426751592356,7173885.350318471,17016560.50955414,15520382.16560509,7174522.29299363,17017197.4522293,15521019.10828025,235849681.5286624,252440127.388535,304339490.4458598,234639490.4458598,250564331.2101911,299517834.3949044,1331847.133757962,1633757.961783439,3784076.433121019,1210191.082802548,1875796.178343949,4821656.050955414
194,299,0.0,0.0,0.0,917197.4522292992,629299.3630573248,387898.0891719745,917197.4522292992,629299.3630573248,387898.0891719745,7160509.554140127,3298089.171974522,667515.923566879,19239490.44585987,19770700.63694267,18021019.10828025,0.0,0.0,0.0,3097452.229299363,3857324.840764331,4407006.369426752,0.0,0.0,0.0,0.0,0.0,0.0,21019.10828025478,3815286.624203822,3069426.751592357,17038216.56050956,12727388.53503185,10932484.07643312,17059235.66878981,16542675.15923567,14001910.82802548,44130573.24840764,48576433.1210191,54492993.63057324,43361783.43949044,47630573.24840764,53902547.77070063,582802.5477707007,949681.5286624203,0.0,768789.8089171974,945859.8726114648,590445.8598726115
195,300,0.0,0.0,0.0,4323566.878980892,4510828.025477706,3626751.592356688,4323566.878980892,4510828.025477706,3626751.592356688,4633757.961783439,14449681.52866242,2156050.955414013,12653503.18471337,18803184.7133758,5075796.178343949,70063.69426751592,70063.69426751592,70063.69426751592,892993.6305732484,6996815.286624203,5203184.713375796,0.0,0.0,0.0,0.0,0.0,0.0,10898089.17197452,3850318.47133758,270700.6369426752,5185987.261146497,12466878.98089172,3228662.420382165,16084076.43312102,16317197.4522293,3499363.057324841,40815286.62420382,96635668.78980891,35661146.49681529,38780891.71974522,87783439.49044585,36680891.71974522,584076.433121019,7629936.305732484,-2242038.21656051,758598.7261146497,7794904.458598725,-2078980.891719745
